"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Cuyahoga, Ohio, US",,"18101 Lorain Avenue",,"29","Cleveland","USA","Cuyahoga","39035","Y","0027844111","41.4502446440001","-81.824139117","622310","Extended Care Hospitals (Except Mental, Substance Abuse)","Ohio","1309","Non-Profit","29","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1147","OPEN","(216) 456-3880",,,"LONG TERM CARE","2016-09-15T00:00:00.000Z","IMAGERY/OTHER","http://www.gracehospital.org/","44111",
"Butler, Ohio, US",,"110 North Poplar Street",,"70","Oxford","USA","Butler","39017","Y","0001345056","39.5125961590001","-84.74153696","622110","General Medical And Surgical Hospitals","Ohio","1292","Non-Profit","70","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1119","OPEN","(513) 523-2111",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.mhmh.org","45056",
"Crawford, Ohio, US",,"269 Portland Way South",,"50","Galion","USA","Crawford","39033","Y","0007644833","40.730903767","-82.802257211","622110","General Medical And Surgical Hospitals","Ohio","1306","Non-Profit","50","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1132","OPEN","(419) 468-4841",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.galionhospital.org","44833",
"Muskingum, Ohio, US",,"2951 Maple Avenue","BETHESDAY HOSPITAL","321","Zanesville","USA","Muskingum","39119","Y","0008343701","39.9748082890001","-82.016500661","622110","General Medical And Surgical Hospitals","Ohio","6536","Non-Profit","321","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1250","OPEN","(740) 454-4354","LEVEL III",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.genesishcs.org","43701",
"Montgomery, Ohio, US",,"707 East Edwin C Moses Blvd",,"67","Dayton","USA","Montgomery","39113","N","0127945417","39.7467039530001","-84.197911442","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","6535","Proprietary","67","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1458","OPEN","(937) 234-2606",,,"LONG TERM CARE","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://www.khdayton.com/","45417",
"Crawford, Ohio, US",,"629 North Sandusky Avenue","AVITA HEALTH BUCYRUS","25","Bucyrus","USA","Crawford","39033","Y","0013444820","40.8153398970001","-82.976632127","622110","General Medical And Surgical Hospitals","Ohio","1305","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1130","OPEN","(419) 562-4677",,,"CRITICAL ACCESS","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://avitahealth.org/home","44820",
"Coshocton, Ohio, US",,"1460 Orange Street",,"56","Coshocton","USA","Coshocton","39031","Y","0003643812","40.2708463820001","-81.847763668","622110","General Medical And Surgical Hospitals","Ohio","1300","Non-Profit","56","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1129","OPEN","(740) 622-6411",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.ccmh.com","43812",
"Cuyahoga, Ohio, US",,"27100 Chardon Road",,"213","Richmond Heights","USA","Cuyahoga","39035","Y","0007744143","41.5807521290001","-81.4889102339999","622110","General Medical And Surgical Hospitals","Ohio","6972","Non-Profit","213","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1008","OPEN","(440) 585-6500",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","www.uhhospitals.org/richmond","44143",
"Montgomery, Ohio, US",,"4000 Miamisburg-Centerville Road",,"44","Miamisburg","USA","Montgomery","39113","Y","0128145342","39.637588717","-84.24827312","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","6534","Proprietary","44","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1439","OPEN","(937) 384-8300",,,"LONG TERM CARE","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://www.lifecare-hospitals.com/hospital/dayton","45342",
"Clark, Ohio, US",,"Fountain Blvd",,,"Springfield","USA","Clark","39023","N","0000000094","39.940974693","-83.811341856","622110","General Medical And Surgical Hospitals","Ohio","1295","Non-Profit",,"http://publicapps.odh.ohio.gov","2015-03-03T00:00:00.000Z","39","OH","Ohio",,"CLOSED","(937) 523-1000",,,"GENERAL ACUTE CARE","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","http://www.community-mercy.org/imaging_center_main.asp","45504",
"Montgomery, Ohio, US",,"3535 Southern Boulevard",,"456","Kettering","USA","Montgomery","39113","Y","0009745429","39.697286574","-84.1924295169999","622110","General Medical And Surgical Hospitals","Ohio","6530","Non-Profit","456","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1017","OPEN","(937) 298-4331","LEVEL II",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ketteringhealth.org/","45429",
"Miami, Ohio, US",,"3130 North County Road 25A",,"193","Troy","USA","Miami","39109","Y","0008945373","40.085874431","-84.229927999","622110","General Medical And Surgical Hospitals","Ohio","6522","Non-Profit","193","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1036","OPEN","(937) 440-4000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.uvmc.com","45373",
"Warren, Ohio, US",,"4075 Old Western Row Road",,"34","Mason","USA","Warren","39165","N","0128345040","39.331523088","-84.294586307","622210","Psychiatric And Substance Abuse Hospitals","Ohio","4455","Non-Profit","34","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1481","OPEN","(513) 536-4673",,,"PSYCHIATRIC","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://lindnercenterofhope.org/","45040",
"Ottawa, Ohio, US",,"615 Fulton St",,"25","Port Clinton","USA","Ottawa","39123","Y","0013343452","41.50587467","-82.933003045","622110","General Medical And Surgical Hospitals","Ohio","6961","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1252","OPEN","(419) 734-3131",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.magruderhospital.com","43452",
"Medina, Ohio, US",,"195 Wadsworth Road",,"50","Wadsworth","USA","Medina","39103","Y","0004944281","41.028286812","-81.75161518","622110","General Medical And Surgical Hospitals","Ohio","6520","Non-Profit","50","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2012-07-23T00:00:00.000Z","39","OH","Ohio","1235","CLOSED","(330) 334-1504",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.wrhhs.org","44281",
"Montgomery, Ohio, US",,"One Elizabeth Place",,"26","Dayton","USA","Montgomery","39113","N","0017345408","39.7470176030001","-84.199258099","622110","General Medical And Surgical Hospitals","Ohio","2475","Proprietary","26","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1467","OPEN","(937) 223-6237",,,"GENERAL ACUTE CARE","2014-01-31T00:00:00.000Z","IMAGERY","http://www.mcep.us","45408",
"Delaware, Ohio, US",,"597 Executive Campus Dr",,"60","Westerville","USA","Delaware","39041","N","0180443082","40.144655739","-82.9485274419999","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","Ohio","3953","Proprietary","60","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(614) 392-3400",,,"REHABILITATION","2019-05-10T00:00:00.000Z","IMAGERY","http://www.mountcarmelrehab.com/","43082",
"Hamilton, Ohio, US",,"1101 Summit Road",,,"Cincinnati","USA","Hamilton","39061","N","0127445237","39.19537129","-84.470206876","622210","Psychiatric And Substance Abuse Hospitals","Ohio","4454","Government - State",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(513) 948-3600",,,"PSYCHIATRIC","2015-03-11T00:00:00.000Z","IMAGERY/OTHER","http://mha.ohio.gov/Default.aspx?tabid=192","45237",
"Union, Ohio, US",,"500 London Avenue",,"97","Marysville","USA","Union","39159","Y","0011943040","40.2300825410001","-83.367648323","622110","General Medical And Surgical Hospitals","Ohio","5163","Government - Local","97","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1286","OPEN","(937) 578-2289",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.memorialhosp.org","43040",
"Tuscarawas, Ohio, US",,"659 Boulevard",,"157","Dover","USA","Tuscarawas","39157","Y","0013944622","40.51436785","-81.455854045","622110","General Medical And Surgical Hospitals","Ohio","5162","Non-Profit","157","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1285","OPEN","(330) 343-3311",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.unionhospital.org","44622",
"Seneca, Ohio, US",,"50 St Lawrence Drive",,,"Tiffin","USA","Seneca","39147","N","0180144883","41.1056051570001","-83.21813664","622210","Psychiatric And Substance Abuse Hospitals","Ohio","3948","Non-Profit",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1521","OPEN","(567) 207-2230",,,"PSYCHIATRIC","2019-05-09T00:00:00.000Z","IMAGERY/OTHER","https://www.voa.org/senior_living_and_care_facilities/sojourn-at-seneca","44883",
"Richland, Ohio, US",,"715 Richland Mall",,,"Mansfield","USA","Richland","39139","N","0170944906","40.771483356","-82.593602413","622110","General Medical And Surgical Hospitals","Ohio","3947",,,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(567) 307-7666",,,"GENERAL ACUTE CARE","2019-05-09T00:00:00.000Z","IMAGERY/OTHER","http://avitahealth.org/home","44906",
"Lucas, Ohio, US",,"1455 West Medical Loop",,,"Toledo","USA","Lucas","39095","N","0170843699","41.614816143","-83.619717238","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","3946","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1530","OPEN","(419) 214-6600",,,"REHABILITATION","2019-05-09T00:00:00.000Z","IMAGERY","http://rhno.ernesthealth.com/","43699",
"Lorain, Ohio, US",,"37900 Chester Road",,,"Avon","USA","Lorain","39093","N","0170744011","41.4680400180001","-82.0440421709999","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","Ohio","3945","Non-Profit",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1523","OPEN","(440) 695-7101",,,"REHABILITATION","2019-05-09T00:00:00.000Z","IMAGERY/OTHER","http://www.uhhospitals.org/uh-avon-rehabilitation-hospital","44011",
"Marion, Ohio, US",,"1000 Mckinley Park Drive",,"270","Marion","USA","Marion","39101","Y","0000643302","40.5713431570001","-83.128727746","622110","General Medical And Surgical Hospitals","Ohio","6169","Non-Profit","270","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1233","OPEN","(740) 383-8400",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.ohiohealth.com/mariongeneral","43302",
"Lorain, Ohio, US",,"33300 Cleveland Clinic Blvd",,,"Avon","USA","Lorain","39093","Y","0180044011","41.468906557","-81.9817664449999","622110","General Medical And Surgical Hospitals","Ohio","3944","Non-Profit","126","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(216) 636-7727",,,"GENERAL ACUTE CARE","2019-05-09T00:00:00.000Z","IMAGERY","https://my.clevelandclinic.org/locations/avon-hospital","44011",
"Lorain, Ohio, US",,"3364 Kolbe Road",,,"Lorain","USA","Lorain","39093","N","0175344053","41.4392418840001","-82.236045181","622210","Psychiatric And Substance Abuse Hospitals","Ohio","3943","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1518","OPEN","(440) 960-7960",,,"PSYCHIATRIC","2019-05-09T00:00:00.000Z","IMAGERY/OTHER","http://clearvistahealth.com/","44053",
"Hamilton, Ohio, US",,"2155 Dana Avenue",,,"Cincinnati","USA","Hamilton","36091","N","0175245207","39.144704753","-84.459165341","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","3942","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1900","OPEN","(513) 601-0600",,,"REHABILITATION","2019-05-09T00:00:00.000Z","IMAGERY","https://www.trihealthrehab.com","45207",
"Hamilton, Ohio, US",,"11690 Grooms Road",,,"Cinicinnati","USA","Hamilton","39061","N","0174845242","39.281939747","-84.367425758","622210","Psychiatric And Substance Abuse Hospitals","Ohio","3941","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(513) 519-4947",,,"PSYCHIATRIC","2019-05-09T00:00:00.000Z","IMAGERY",,"45242",
"Clark, Ohio, US",,"100 West Main Street",,"24","Springfield","USA","Clark","39023","N","0000445502","39.9250001620001","-83.813022581","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","Ohio","6193","Proprietary","24","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1487","OPEN","(937) 521-3900",,,"SPECIAL","2014-02-10T00:00:00.000Z","IMAGERY","http://myovmc.com/","45502",
"Franklin, Ohio, US",,"900 East Dublin Granville Road",,,"Columbus","USA","Franklin","39049","N","0174743229","40.0891415580001","-82.993511181","622210","Psychiatric And Substance Abuse Hospitals","Ohio","3940","Proprietary",,"http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio",,"OPEN","(732) 747-1894",,,"PSYCHIATRIC","2019-05-09T00:00:00.000Z","IMAGERY","http://www.sunpsychiatrichospitalcolumbus.com/","43229",
"Franklin, Ohio, US",,"3535 Olentangy River Rd",,"1059","Columbus","USA","Franklin","39049","Y","0009643214","40.0305679890001","-83.0340170859999","622110","General Medical And Surgical Hospitals","Ohio","6948","Non-Profit","1059","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1005","OPEN","(614) 566-4408","LEVEL II",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","https://www.ohiohealth.com/riverside/","43214",
"Medina, Ohio, US",,"225 Elyria Street",,"20","Lodi","USA","Medina","39103","Y","0006544254","41.0358623180001","-82.014169286","622110","General Medical And Surgical Hospitals","Ohio","6519","Non-Profit","20","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1234","OPEN","(330) 948-1222",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.lodihospital.org","44254",
"Wood, Ohio, US",,"950 West Wooster Street",,"196","Bowling Green","USA","Wood","39173","Y","0016943402","41.3757190270001","-83.665857133","622110","General Medical And Surgical Hospitals","Ohio","6200","Non-Profit","196","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1295","OPEN","(419) 354-8900",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.woodcountyhospital.org","43402",
"Wayne, Ohio, US",,"1761 Beall Avenue",,"150","Wooster","USA","Wayne","39169","Y","0004244691","40.820887467","-81.932161465","622110","General Medical And Surgical Hospitals","Ohio","6791","Government - Local","150","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1292","OPEN","(330) 263-8100",,,"GENERAL ACUTE CARE","2014-02-04T00:00:00.000Z","IMAGERY","http://www.woosterhospital.org","44691",
"Wayne, Ohio, US",,"832 South Main Street",,"34","Orrville","USA","Wayne","39169","Y","0015944667","40.8321823480001","-81.763682683","622110","General Medical And Surgical Hospitals","Ohio","6790","Non-Profit","34","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1291","OPEN","(330) 682-3010",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.aultmanorrville.org","44667",
"Wyandot, Ohio, US",,"885 North Sandusky Avenue",,"31","Upper Sandusky","USA","Wyandot","39175","Y","0016443351","40.8402993820001","-83.279956898","622110","General Medical And Surgical Hospitals","Ohio","3170","Government - District/Authority","31","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1296","OPEN","(419) 294-4991",,,"CRITICAL ACCESS","2014-02-04T00:00:00.000Z","IMAGERY","http://www.wyandotmemorial.org","43351",
"Mahoning, Ohio, US",,"1044 Belmont Avenue",,"626","Youngstown","USA","Mahoning","39099","Y","0001044501","41.114014996","-80.6573145469999","622110","General Medical And Surgical Hospitals","Ohio","6788","Non-Profit","626","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1230","OPEN","(330) 746-7211","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.hmpartners.org","44501",
"Washington, Ohio, US",,"1106 Colegate Drive",,"25","Marietta","USA","Washington","39167","Y","0001545750","39.4400909550001","-81.444011728","622110","General Medical And Surgical Hospitals","Ohio","3169","Non-Profit","25","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1288","OPEN","(740) 568-2040",,,"CRITICAL ACCESS","2014-03-12T00:00:00.000Z","IMAGERY","http://www.selbygeneral.org","45750",
"Warren, Ohio, US",,"100 Arrow Springs Blvd",,,"Lebanon","USA","Warren","39165","Y","0000000090","39.3952229550001","-84.2094275489999","622110","General Medical And Surgical Hospitals","Ohio","5399",,,"http://publicapps.odh.ohio.gov","2015-03-03T00:00:00.000Z","39","OH","Ohio",,"CLOSED","(513) 282-7000",,,"GENERAL ACUTE CARE","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","http://www.trihealth.com/hospitals-and-practices/bethesda-arrow-springs/","45036",
"Butler, Ohio, US",,"7777 Yankee Rd","CHILDREN'S HOSPITAL MEDICAL CENTER LIBERTY CAMPUS","42","Middletown","USA","Butler","39017","Y","0000000095","39.3765772460001","-84.3679440929999","622310","Children's Hospitals, Specialty (Except Psychiatric, Substance Abuse)","Ohio","5397","Non-Profit","42","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1492","OPEN","(513) 636-4200",,,"CHILDREN","2015-05-22T00:00:00.000Z","IMAGERY/OTHER","http://www.cincinnatichildrens.org/","45044",
"Summit, Ohio, US",,"1 Akron General Avenue",,"532","Akron","USA","Summit","39153","Y","0010244307","41.0781231720001","-81.5313967719999","622110","General Medical And Surgical Hospitals","Ohio","2490","Non-Profit","532","http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx","2018-08-10T00:00:00.000Z","39","OH","Ohio","1276","OPEN","(330) 344-6000","LEVEL I",,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.akrongeneral.org","44307",
